timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
1/1/2000 3:37,0,0,0.00869721
1/1/2000 3:38,0,0,0.008458159
1/1/2000 3:38,0,0,0.008407383
1/1/2000 3:38,0,0,0.008408356
1/1/2000 3:38,0,0,0.008294765
1/1/2000 3:39,0,0,0.008464657
1/1/2000 3:39,0,0,0.00847452
1/1/2000 3:39,0,0,0.008402433
1/1/2000 3:39,0,0,0.008412909
1/1/2000 3:40,0,0,0.008422217
1/1/2000 3:40,0,0,0.008519666
1/1/2000 3:40,0,0,0.008974211
1/1/2000 3:40,0,0,0.008363009
1/1/2000 3:41,0,0,0.008342773
1/1/2000 3:41,0,0,0.008484898
1/1/2000 3:41,0,0,0.008418207
1/1/2000 3:41,0,0,0.008494868
1/1/2000 3:42,0,0,0.008397881
1/1/2000 3:42,0,0,0.008328264
1/1/2000 3:42,0,0,0.008483273
1/1/2000 3:42,0,0,0.008430427
1/1/2000 3:43,0,0,0.008538452
1/1/2000 3:43,7,0,0.016343723
1/1/2000 3:43,0,0,0.008824837
1/1/2000 3:43,0,0,0.007995739
1/1/2000 3:44,0,0,0.008159252
1/1/2000 3:44,0,0,0.008259144
1/1/2000 3:44,0,0,0.007923255
1/1/2000 3:44,0,0,0.008039058
1/1/2000 3:45,0,0,0.008622335
1/1/2000 3:45,0,0,0.00779651
1/1/2000 3:45,0,0,0.007907629
1/1/2000 3:45,0,0,0.007854205
1/1/2000 3:46,0,0,0.007874176
1/1/2000 3:46,0,0,0.007799187
1/1/2000 3:46,0,0,0.007693503
1/1/2000 3:46,0,0,0.007911384
1/1/2000 3:47,0,0,0.007787002
1/1/2000 3:47,0,0,0.007773768
1/1/2000 3:47,0,0,0.007664187
1/1/2000 3:47,0,0,0.007845643
1/1/2000 3:48,0,0,0.00823171
1/1/2000 3:48,0,0,0.008105295
1/1/2000 3:48,14,1,0.011398354
1/1/2000 3:48,0,0,0.00792499
1/1/2000 3:49,0,0,0.008136309
1/1/2000 3:49,0,0,0.008134455
1/1/2000 3:49,0,0,0.008091661
1/1/2000 3:49,0,0,0.008170018
1/1/2000 3:50,0,0,0.008221605
1/1/2000 3:50,0,0,0.008077809
1/1/2000 3:50,0,0,0.008110175
1/1/2000 3:50,0,0,0.008141023
1/1/2000 3:51,0,0,0.008172725
1/1/2000 3:51,0,0,0.008104211
1/1/2000 3:51,0,0,0.008129853
1/1/2000 3:51,0,0,0.008069086
1/1/2000 3:52,0,0,0.008095127
1/1/2000 3:52,0,0,0.007982681
1/1/2000 3:52,4,0,0.009987483
1/1/2000 3:52,0,0,0.008591633
1/1/2000 3:53,0,0,0.009049165
1/1/2000 3:53,0,0,0.008588628
1/1/2000 3:53,0,0,0.008356088
1/1/2000 3:53,0,0,0.008422493
1/1/2000 3:54,0,0,0.00833213
1/1/2000 3:54,0,0,0.008543885
1/1/2000 3:54,4,0,0.008817357
1/1/2000 3:54,0,0,0.008749012
1/1/2000 3:55,0,0,0.008768195
1/1/2000 3:55,0,0,0.008756514
1/1/2000 3:55,0,0,0.008852977
1/1/2000 3:55,0,0,0.008839356
1/1/2000 3:56,0,0,0.008801819
1/1/2000 3:56,0,0,0.008866791
1/1/2000 3:56,0,0,0.008825114
1/1/2000 3:56,17,1,0.023365772
1/1/2000 3:57,26,1,0.022598697
1/1/2000 3:57,12,1,0.010609115
1/1/2000 3:57,3,0,0.010060417
1/1/2000 3:57,0,0,0.004914907
1/1/2000 3:58,0,0,0.004941448
1/1/2000 3:58,0,0,0.006509279
1/1/2000 3:58,0,0,0.006384894
1/1/2000 3:58,0,0,0.006092394
1/1/2000 3:59,0,0,0.007527096
1/1/2000 3:59,0,0,0.00591327
1/1/2000 3:59,0,0,0.005790011
1/1/2000 3:59,0,0,0.005694093
1/1/2000 4:00,0,0,0.005796496
1/1/2000 4:00,0,0,0.005757291
1/1/2000 4:00,0,0,0.005643842
1/1/2000 4:00,0,0,0.004883915
1/1/2000 4:01,0,0,0.006009794
